nm_name,st_name,nm_city,st_address,st_url,st_score,st_price,st_total_com,st_tag
寧夏夜市,寧夏夜市-林振櫂燒麻糬,台北市,大同區寧夏路97號攤位 ,https://www.google.com/maps/place/%E5%AF%A7%E5%A4%8F%E5%A4%9C%E5%B8%82-%E6%9E%97%E6%8C%AF%E6%AB%82%E7%87%92%E9%BA%BB%E7%B3%AC/data=!4m7!3m6!1s0x3442a96adfd9129b:0x625970dfca7bdc5!8m2!3d25.0559817!4d121.5153223!16s%2Fg%2F1tcypjs1!19sChIJmxLZ32qpQjQRxb2n_A2XJQY?authuser=0&hl=zh-TW&rclk=1,3.6,$,863.0,"['芝麻', '煉乳', '花生粉', '麻吉', '糖水', '剉冰', '綜合口味', '紅豆湯', '花生湯', '粉都']"
寧夏夜市,東石鮮蚵,台北市,大同區寧夏路66號 ,https://www.google.com/maps/place/%E6%9D%B1%E7%9F%B3%E9%AE%AE%E8%9A%B5/data=!4m7!3m6!1s0x3442a96addd2aaeb:0x91b9891d9aa7a1c8!8m2!3d25.0568402!4d121.5153561!16s%2Fg%2F1tc_z54_!19sChIJ66rS3WqpQjQRyKGnmh2JuZE?authuser=0&hl=zh-TW&rclk=1,3.6,$1-200,554.0,"['蚵仔煎', '粥', '鍋', '意麵', '蝦仁', '虱目魚肚', '蛤蜊', '炒飯', '腰子', '赤肉']"
寧夏夜市,劉芋仔蛋黃芋餅,台北市,大同區寧夏路091攤位 ,https://www.google.com/maps/place/%E5%8A%89%E8%8A%8B%E4%BB%94%E8%9B%8B%E9%BB%83%E8%8A%8B%E9%A4%85/data=!4m7!3m6!1s0x3442a96abb408fef:0xb0565d872bddb91b!8m2!3d25.0560045!4d121.5153256!16s%2Fg%2F1tmxnq8m!19sChIJ749Au2qpQjQRG7ndK4ddVrA?authuser=0&hl=zh-TW&rclk=1,3.6,$,2767.0,"['芋頭', '肉鬆', '排隊', '芋泥', '鹹蛋黃', '桃持', '必比登', '紙袋', '肉乾', '山藥球']"
寧夏夜市,干單食堂,台北市,大同區寧夏路22之7號之 ,https://www.google.com/maps/place/%E5%B9%B2%E5%96%AE%E9%A3%9F%E5%A0%82/data=!4m7!3m6!1s0x3442a96b3812c401:0xb0dbcb65453f8057!8m2!3d25.0553115!4d121.5149689!16s%2Fg%2F11dzdh351c!19sChIJAcQSOGupQjQRV4A_RWXL27A?authuser=0&hl=zh-TW&rclk=1,3.9,$1-200,190.0,"['花捲', '雞腿', '扣肉', '寧夏夜市', '梅干', '饅頭', '割包', '薑汁燒肉', '創意', '花生醬']"
寧夏夜市,蚵仔煎大王,台北市,大同區寧夏路56號 ,https://www.google.com/maps/place/%E8%9A%B5%E4%BB%94%E7%85%8E%E5%A4%A7%E7%8E%8B/data=!4m7!3m6!1s0x3442a96adf0738c7:0x3791b6a31439a499!8m2!3d25.0566078!4d121.5153576!16s%2Fg%2F12m8_0522!19sChIJxzgH32qpQjQRmaQ5FKO2kTc?authuser=0&hl=zh-TW&rclk=1,2.9,$1-200,1283.0,"['蝦仁', '豬肝湯', '腰子', '蛋殼', '太白粉', '勾芡', '源環片蚵仔煎', '炒飯', '麵粉', '元慶蠔']"
寧夏夜市,馥陽鍋貼水餃專賣店,台北市,大同區寧夏路26-2號 ,https://www.google.com/maps/place/%E9%A6%A5%E9%99%BD%E9%8D%8B%E8%B2%BC%E6%B0%B4%E9%A4%83%E5%B0%88%E8%B3%A3%E5%BA%97/data=!4m7!3m6!1s0x3442a96b3a34be8f:0xd636b5a47215a806!8m2!3d25.05561!4d121.515049!16s%2Fg%2F1tg7_4px!19sChIJj740OmupQjQRBqgVcqS1NtY?authuser=0&hl=zh-TW&rclk=1,3.7,$1-200,1693.0,"['紅油抄手', '夜市', '米糕', '四神湯', '汁', '筍', '生意', '地瓜葉', '苦瓜', '蔬菜湯']"
寧夏夜市,詹記無骨排骨酥（寧夏夜市）,台北市,大同區民生西路北區015 ,https://www.google.com/maps/place/%E8%A9%B9%E8%A8%98%E7%84%A1%E9%AA%A8%E6%8E%92%E9%AA%A8%E9%85%A5%EF%BC%88%E5%AF%A7%E5%A4%8F%E5%A4%9C%E5%B8%82%EF%BC%89/data=!4m7!3m6!1s0x3442a940ad1a5e09:0x64efc3080976ed7d!8m2!3d25.0569552!4d121.515799!16s%2Fg%2F11tjmn8sht!19sChIJCV4arUCpQjQRfe12CQjD72Q?authuser=0&hl=zh-TW&rclk=1,4.3,$1-200,47.0,"['肉', '炸', '麻辣', '價格', '湯麵']"
寧夏夜市,林記麻辣臭豆腐,台北市,大同區寧夏路70號寧夏夜市攤位 ,https://www.google.com/maps/place/%E6%9E%97%E8%A8%98%E9%BA%BB%E8%BE%A3%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a94000aa8d15:0x52753e016c3c5c12!8m2!3d25.0561251!4d121.515451!16s%2Fg%2F11h17hryp!19sChIJFY2qAECpQjQRElw8bAE-dVI?authuser=0&hl=zh-TW&rclk=1,3.9,$1-200,456.0,"['魚乾', '鴨血', '大腸', '豆皮', '泡菜', '高麗菜', '王子麵', '麵線', '炸臭豆腐', '冬粉']"
寧夏夜市,詹記鷄脚翅,台北市,大同區民生西路231號 ,https://www.google.com/maps/place/%E8%A9%B9%E8%A8%98%E9%B7%84%E8%84%9A%E7%BF%85/data=!4m7!3m6!1s0x3442a96ae8566079:0x4f7b45e031f62c5d!8m2!3d25.0572008!4d121.515709!16s%2Fg%2F11f67fcczp!19sChIJeWBW6GqpQjQRXSz2MeBFe08?authuser=0&hl=zh-TW&rclk=1,2.9,$1-200,304.0,"['滷味', '酸菜', '寧夏夜市', '豬血糕', '甜不辣', '排隊', '海帶', '百頁', '雞腳', '辣跟']"
寧夏夜市,賴雞蛋蚵仔煎,台北市,大同區民生西路198之22號 ,https://www.google.com/maps/place/%E8%B3%B4%E9%9B%9E%E8%9B%8B%E8%9A%B5%E4%BB%94%E7%85%8E/data=!4m7!3m6!1s0x3442a96af0801c71:0x8e71289ecd4c2996!8m2!3d25.0569597!4d121.5160317!16s%2Fg%2F1tcwj7w4!19sChIJcRyA8GqpQjQRlilMzZ4ocY4?authuser=0&hl=zh-TW&rclk=1,3.5,$1-200,2053.0,"['蚵仔', '寧夏夜市', '腰子', '豬肝湯', '排隊', '太白粉', '帶位', '源環片蚵仔煎', '恰恰', '施家麻油腰花']"
寧夏夜市,飄香牛肉麵館,台北市,大同區寧夏路12號1樓 ,https://www.google.com/maps/place/%E9%A3%84%E9%A6%99%E7%89%9B%E8%82%89%E9%BA%B5%E9%A4%A8/data=!4m7!3m6!1s0x3442a96b4fc2cd97:0xf0da57b27b650713!8m2!3d25.0546535!4d121.5147485!16s%2Fg%2F1td35yb1!19sChIJl83CT2upQjQREwdle7JX2vA?authuser=0&hl=zh-TW&rclk=1,4.2,$200-400,1087.0,"['滷味', '牛筋', 'qr code', '酸菜', '鹹', '夜市', '炸醬麵', '微辣', '霹靂', '台北國際牛肉麵節']"
寧夏夜市,大橋頭 祥記純糖麻糬 寧夏店,台北市,大同區寧夏路24號 ,https://www.google.com/maps/place/%E5%A4%A7%E6%A9%8B%E9%A0%AD+%E7%A5%A5%E8%A8%98%E7%B4%94%E7%B3%96%E9%BA%BB%E7%B3%AC+%E5%AF%A7%E5%A4%8F%E5%BA%97/data=!4m7!3m6!1s0x3442a96ade8d25b3:0x2245b09f7ac66daf!8m2!3d25.0567882!4d121.5154148!16s%2Fg%2F1tlblvr2!19sChIJsyWN3mqpQjQRr23Gep-wRSI?authuser=0&hl=zh-TW&rclk=1,3.7,$,640.0,"['煉乳', '芝麻', '碗', '剉冰', '芋頭', '花生粉', '紅豆', 'QQ', '延山夜市', '麥角']"
寧夏夜市,寧夏014老牌魷魚羹炒米粉,台北市,大同區寧夏路014攤位 ,https://www.google.com/maps/place/%E5%AF%A7%E5%A4%8F014%E8%80%81%E7%89%8C%E9%AD%B7%E9%AD%9A%E7%BE%B9%E7%82%92%E7%B1%B3%E7%B2%89/data=!4m7!3m6!1s0x3442a945bdd50f71:0x82285ec72f3dddb!8m2!3d25.056888!4d121.5155221!16s%2Fg%2F11j2nl66kr!19sChIJcQ_VvUWpQjQR293zcuyFIgg?authuser=0&hl=zh-TW&rclk=1,4.1,,128.0,"['湯', '魚漿', '碗', '辣椒', '甜', '蒜味', '醋', '桌', '勾芡', '豆芽菜']"
寧夏夜市,山東赤肉蒸餃,台北市,大同區寧夏路050攤位 ,https://www.google.com/maps/place/%E5%B1%B1%E6%9D%B1%E8%B5%A4%E8%82%89%E8%92%B8%E9%A4%83/data=!4m7!3m6!1s0x3442a96b26cadf95:0xd9e98243c245d5f4!8m2!3d25.0564937!4d121.5153145!16s%2Fg%2F1tcyhr68!19sChIJld_KJmupQjQR9NVFwkOC6dk?authuser=0&hl=zh-TW&rclk=1,3.9,$1-200,269.0,"['酸辣湯', '夜市', '籠', '皮', '沾醬', 'Q', '鮮', '肉餡', '香油', '薑味']"
寧夏夜市,宏冠土魠魚羹,台北市,大同區寧夏路寧夏夜市 ,https://www.google.com/maps/place/%E5%AE%8F%E5%86%A0%E5%9C%9F%E9%AD%A0%E9%AD%9A%E7%BE%B9/data=!4m7!3m6!1s0x3442a93faaaaaaab:0xe8e52c88a057d997!8m2!3d25.0555386!4d121.5151667!16s%2Fg%2F1tdkph45!19sChIJq6qqqj-pQjQRl9lXoIgs5eg?authuser=0&hl=zh-TW&rclk=1,3.8,$1-200,308.0,"['滷肉飯', '湯', '炸', '醋', '寧夏夜市', '炒米粉', '魚塊', '魚卵', '勾芡', '魚蛋']"
寧夏夜市,牛媽媽控肉飯（沙茶牛肉）,台北市,大同區寧夏路第44號攤位 ,https://www.google.com/maps/place/%E7%89%9B%E5%AA%BD%E5%AA%BD%E6%8E%A7%E8%82%89%E9%A3%AF%EF%BC%88%E6%B2%99%E8%8C%B6%E7%89%9B%E8%82%89%EF%BC%89/data=!4m7!3m6!1s0x3442a96b4623ff23:0xd2f6ec90ed8ea866!8m2!3d25.0567024!4d121.5153868!16s%2Fg%2F1td2x4vm!19sChIJI_8jRmupQjQRZqiO7ZDs9tI?authuser=0&hl=zh-TW&rclk=1,3.1,$1-200,888.0,"['炒麵', '牛雜', '碗', '焢肉飯', '筍乾', '牛肉湯', '羊肉', '夜市', '空心菜', '牛肉麵']"
寧夏夜市,阿桐阿寶四神湯,台北市,大同區民生西路153號 ,https://www.google.com/maps/place/%E9%98%BF%E6%A1%90%E9%98%BF%E5%AF%B6%E5%9B%9B%E7%A5%9E%E6%B9%AF/data=!4m7!3m6!1s0x3442a96a67c9be13:0xba1ef70fcd5a52bc!8m2!3d25.0573968!4d121.5177947!16s%2Fg%2F1tdp79yj!19sChIJE77JZ2qpQjQRvFJazQ_3Hro?authuser=0&hl=zh-TW&rclk=1,4.0,$1-200,7752.0,"['肉粽', '肉包', '燒賣', '米酒', '藥酒', '薏仁', '當歸', '赤肉', '寧夏夜市', '烹飪酒精']"
寧夏夜市,深海郭魚湯,台北市,大同區寧夏路046攤位 ,https://www.google.com/maps/place/%E6%B7%B1%E6%B5%B7%E9%83%AD%E9%AD%9A%E6%B9%AF/data=!4m7!3m6!1s0x3442a9ec43cd766b:0xac77620e7e5a2a60!8m2!3d25.0564794!4d121.51531!16s%2Fg%2F11g0kc85x7!19sChIJa3bNQ-ypQjQRYCpafg5id6w?authuser=0&hl=zh-TW&rclk=1,3.4,$1-200,49.0,"['滷肉飯', '味噌湯', '碗', '雞', '甜', '皮', '口感', '油', '空虛', '調味']"
寧夏夜市,料理長胡椒蝦,台北市,大同區寧夏路005攤位 ,https://www.google.com/maps/place/%E6%96%99%E7%90%86%E9%95%B7%E8%83%A1%E6%A4%92%E8%9D%A6/data=!4m7!3m6!1s0x3442a96adff880f3:0x1a4c10fa319b06ba!8m2!3d25.0568771!4d121.5155915!16s%2Fg%2F1tffrmj8!19sChIJ84D432qpQjQRugabMfoQTBo?authuser=0&hl=zh-TW&rclk=1,4.6,$400-600,286.0,"['蒜頭', '泰國蝦', '夜市', '排隊', '口味', 'cp值', '外帶', '酸辣', '洗手', '電話']"
寧夏夜市,艋舺雞排 台北寧夏店,台北市,大同區民生西路207號 ,https://www.google.com/maps/place/%E8%89%8B%E8%88%BA%E9%9B%9E%E6%8E%92+%E5%8F%B0%E5%8C%97%E5%AF%A7%E5%A4%8F%E5%BA%97/data=!4m7!3m6!1s0x3442a997d6e6a4f5:0xb0ad7df49c9a7b93!8m2!3d25.057265!4d121.5163679!16s%2Fg%2F11q1gw7l92!19sChIJ9aTm1pepQjQRk3uanPR9rbA?authuser=0&hl=zh-TW&rclk=1,4.2,$1-200,1287.0,"['外送', '杏鮑菇', '辣妹', '皮', '優惠', '海苔', '韓式炸雞', '煉乳', '炸香蕉', '司機']"
寧夏夜市,鴻記鐵板燒蔥餅捲,台北市,大同區寧夏路85號攤位 ,https://www.google.com/maps/place/%E9%B4%BB%E8%A8%98%E9%90%B5%E6%9D%BF%E7%87%92%E8%94%A5%E9%A4%85%E6%8D%B2/data=!4m7!3m6!1s0x3442a96abb05591f:0x3213b8b30c0eac3b!8m2!3d25.0560298!4d121.5154165!16s%2Fg%2F1td0kq3w!19sChIJH1kFu2qpQjQRO6wODLO4EzI?authuser=0&hl=zh-TW&rclk=1,3.0,$1-200,329.0,"['起司', '泡菜', '炒麵', '蛋餅', '捲餅', '打拋', '鐵板麵', '夜市', '河粉', '蔥油餅']"
寧夏夜市,寧夏禺買の壽司屋,台北市,大同區寧夏路26-1號 ,https://www.google.com/maps/place/%E5%AF%A7%E5%A4%8F%E7%A6%BA%E8%B2%B7%E3%81%AE%E5%A3%BD%E5%8F%B8%E5%B1%8B/data=!4m7!3m6!1s0x3442a9fd189f1ee5:0xb8207f8f7b1e62d8!8m2!3d25.0555455!4d121.515025!16s%2Fg%2F11vq7swg2m!19sChIJ5R6fGP2pQjQR2GIee49_ILg?authuser=0&hl=zh-TW&rclk=1,4.3,$200-400,174.0,"['生魚片', '醋飯', '鮭魚', '牡蠣', '炸', '握壽司', '丼飯', 'cp值', '寧夏夜市', '日式料理']"
寧夏夜市,太春小館,台北市,大同區民生西路198-4號 ,https://www.google.com/maps/place/%E5%A4%AA%E6%98%A5%E5%B0%8F%E9%A4%A8/data=!4m7!3m6!1s0x3442a96aa440575b:0x39ba2b1510148692!8m2!3d25.0570202!4d121.5167202!16s%2Fg%2F1v_0gglx!19sChIJW1dApGqpQjQRkoYUEBUrujk?authuser=0&hl=zh-TW&rclk=1,4.1,$$,1136.0,"['炸', '毛毛蟲', '炒烏龍', '中午', '牛蒡', '生魚片', '寧夏夜市', '豬肝', '握壽司', '手卷']"
寧夏夜市,金雞畝舒肥脆皮塩水雞寧夏夜市寧夏店,台北市,大同區民生西路202號 ,https://www.google.com/maps/place/%E9%87%91%E9%9B%9E%E7%95%9D%E8%88%92%E8%82%A5%E8%84%86%E7%9A%AE%E5%A1%A9%E6%B0%B4%E9%9B%9E%E5%AF%A7%E5%A4%8F%E5%A4%9C%E5%B8%82%E5%AF%A7%E5%A4%8F%E5%BA%97/data=!4m7!3m6!1s0x3442a90067226845:0x4b83703804d906e3!8m2!3d25.056873!4d121.515286!16s%2Fg%2F11w50n99b8!19sChIJRWgiZwCpQjQR4wbZBDhwg0s?authuser=0&hl=zh-TW&rclk=1,4.9,$1-200,14.0,[]
寧夏夜市,瑪吉臭豆腐,台北市,大同區寧夏路80號 ,https://www.google.com/maps/place/%E7%91%AA%E5%90%89%E8%87%AD%E8%B1%86%E8%85%90/data=!4m7!3m6!1s0x3442a93d88b7c279:0x67646f6477fdbfd7!8m2!3d25.0582036!4d121.5150788!16s%2Fg%2F11ryrdt1kk!19sChIJecK3iD2pQjQR17_9d2RvZGc?authuser=0&hl=zh-TW&rclk=1,4.6,$1-200,896.0,"['蘋果醋', '椒鹽', '酥脆', '泡菜', '酵素', '延山夜市', '糖蘋果', '發酵', '鴨血', '寧夏夜市']"
寧夏夜市,慈音古早味阿婆飯糰,台北市,大同區民生西路198號 ,https://www.google.com/maps/place/%E6%85%88%E9%9F%B3%E5%8F%A4%E6%97%A9%E5%91%B3%E9%98%BF%E5%A9%86%E9%A3%AF%E7%B3%B0/data=!4m7!3m6!1s0x3442a96a13238453:0x765cea85e81083b4!8m2!3d25.0569466!4d121.5157511!16s%2Fg%2F1thzllkm!19sChIJU4QjE2qpQjQRtIMQ6IXqXHY?authuser=0&hl=zh-TW&rclk=1,3.0,$1-200,528.0,"['油條', '鹹', '酸菜', '排隊', '肉鬆', '糯米', '夜市', '菜脯', '燒焦', '豆漿']"
寧夏夜市,黃金城&黃金薯,台北市,大同區寧夏路039攤位 ,https://www.google.com/maps/place/%E9%BB%83%E9%87%91%E5%9F%8E%26%E9%BB%83%E9%87%91%E8%96%AF/data=!4m7!3m6!1s0x3442a95934fa8ac1:0x9e15750e2d552b6e!8m2!3d25.0565746!4d121.5155194!16s%2Fg%2F11n0vth468!19sChIJwYr6NFmpQjQRbitVLQ51FZ4?authuser=0&hl=zh-TW&rclk=1,4.5,$1-200,57.0,"['起司', '鮪魚', '口味', '烤馬鈴薯', '培根', '價格', '墨西哥', '燻', '焗烤', '青花菜']"
寧夏夜市,明吉小館,台北市,大同區寧夏路34號 ,https://www.google.com/maps/place/%E6%98%8E%E5%90%89%E5%B0%8F%E9%A4%A8/data=!4m7!3m6!1s0x3442a96b248b603b:0x6c78a355201a86b4!8m2!3d25.0560179!4d121.5151489!16s%2Fg%2F11bw7dgz00!19sChIJO2CLJGupQjQRtIYaIFWjeGw?authuser=0&hl=zh-TW&rclk=1,3.6,$1-200,474.0,"['排骨', '炒飯', '紅油抄手', '腿', '夜市', '牛肉麵', '便當', '乾麵', '酸菜', '餛飩麵']"
寧夏夜市,寧夏牛排,台北市,大同區寧夏路蓬萊國小停車場電梯出口**寧夏夜市 攤號103 ** ,https://www.google.com/maps/place/%E5%AF%A7%E5%A4%8F%E7%89%9B%E6%8E%92/data=!4m7!3m6!1s0x3442a96b234f0329:0x1e7ac7cea182abf!8m2!3d25.0558229!4d121.5152464!16s%2Fg%2F11ggzcjghf!19sChIJKQNPI2upQjQRvyoY6nys5wE?authuser=0&hl=zh-TW&rclk=1,3.9,$1-200,93.0,"['夜市', '煎', '麵', '價格', '雙拼', '紅茶', '環保', '美食', '吝嗇', '杯']"
寧夏夜市,鴨頭正二代滷肉飯,台北市,大同區寧夏路40號 ,https://www.google.com/maps/place/%E9%B4%A8%E9%A0%AD%E6%AD%A3%E4%BA%8C%E4%BB%A3%E6%BB%B7%E8%82%89%E9%A3%AF/data=!4m7!3m6!1s0x3442a96add5968a3:0x200f5e7c07b5a830!8m2!3d25.0562335!4d121.5153839!16s%2Fg%2F1tl49r3v!19sChIJo2hZ3WqpQjQRMKi1B3xeDyA?authuser=0&hl=zh-TW&rclk=1,3.5,$1-200,243.0,"['瓜', '肉湯', '咖哩飯', '肉羹', '赤肉', '魯肉飯', '鴨蛋', '半熟', '夜市', '蛋黃']"
寧夏夜市,裕森古早味阿嬤飯糰,台北市,大同區寧夏路45巷1號 ,https://www.google.com/maps/place/%E8%A3%95%E6%A3%AE%E5%8F%A4%E6%97%A9%E5%91%B3%E9%98%BF%E5%AC%A4%E9%A3%AF%E7%B3%B0/data=!4m7!3m6!1s0x3442a96ae9a02e1d:0xea833b0e9b6bb22a!8m2!3d25.0573597!4d121.5158292!16s%2Fg%2F11b7wnd9yv!19sChIJHS6g6WqpQjQRKrJrmw47g-o?authuser=0&hl=zh-TW&rclk=1,3.6,$1-200,421.0,"['鹹蛋', '油條', '紫米', '茶葉蛋', '糯米', '酸菜', '菜脯', '寧夏夜市', '白米', '飯團']"
寧夏夜市,太春小館海鮮餐廳,台北市,大同區寧夏路81號 ,https://www.google.com/maps/place/%E5%A4%AA%E6%98%A5%E5%B0%8F%E9%A4%A8%E6%B5%B7%E9%AE%AE%E9%A4%90%E5%BB%B3/data=!4m7!3m6!1s0x3442a96aa440575b:0xc49ee0d12764e1e!8m2!3d25.0587577!4d121.5151915!16s%2Fg%2F11gzsctfb!19sChIJW1dApGqpQjQRHk52Eg3uSQw?authuser=0&hl=zh-TW&rclk=1,4.3,$$,1484.0,"['毛毛蟲', '豬肝', '日本料理', '米粉', '生魚片', '煎', '台菜', '寧夏夜市', '綠豆', '花雕']"
寧夏夜市,火焰德國豬腳,台北市,大同區寧夏路34-5號 ,https://www.google.com/maps/place/%E7%81%AB%E7%84%B0%E5%BE%B7%E5%9C%8B%E8%B1%AC%E8%85%B3/data=!4m7!3m6!1s0x3442a93b0e0ae27d:0xd81dca389445fd8c!8m2!3d25.0561069!4d121.5154191!16s%2Fg%2F11trf95prr!19sChIJfeIKDjupQjQRjP1FlDjKHdg?authuser=0&hl=zh-TW&rclk=1,4.9,$1-200,43.0,"['夜市', '盒', '價格', '椒鹽', '塔塔醬', '酸黃瓜', '芥末', '2024年', '酥脆', '柴']"
